選手スラッグ,選手名,読み,プロフィール種別,カテゴリ,年度,使用確認時期,更新日,公開状態,プロ詳細URL,並び順,クラブカテゴリ,番手,メーカー,モデル,ロフト,シャフトメーカー,シャフトモデル,シャフト重量,フレックス,キャリー距離,総距離,クラブ別メモ,主な確認ソース,主な確認ソースURL,ソース確認日,全ソースURL,プロフィール概要
jordan-spieth,ジョーダン・スピース,ジョーダン・スピース,tour_pro,verified_batch,2026,2026年 WMフェニックスオープン,2026-05-21,true,https://www.mybagpro.jp/pros/jordan-spieth,11,Wedge,52°,Titleist,VOKEY(ボーケイ)SM11 ウェッジ,52°,,トゥルーテンパー プロジェクトX,120g,6.0,,,GDO「ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン」（取材：2026年 WMフェニックスオープン）で確認。,GDO ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン,https://news.golfdigest.co.jp/players/setting/8581/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/8581/2026/1/ | https://www.pgatour.com/player/34046/jordan-spieth/career | https://www.pgatour.com/player/34046/jordan-spieth/stats | https://news.golfdigest.co.jp/players/setting/8581/,WMフェニックスオープン時点で確認できたジョーダン・スピースのクラブセッティングと使用ボールを掲載するプロフィール。
jordan-spieth,ジョーダン・スピース,ジョーダン・スピース,tour_pro,verified_batch,2026,2026年 WMフェニックスオープン,2026-05-21,true,https://www.mybagpro.jp/pros/jordan-spieth,12,Wedge,56°,Titleist,VOKEY(ボーケイ)SM11 ウェッジ,56°,,トゥルーテンパー プロジェクトX,120g,6.0,,,GDO「ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン」（取材：2026年 WMフェニックスオープン）で確認。,GDO ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン,https://news.golfdigest.co.jp/players/setting/8581/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/8581/2026/1/ | https://www.pgatour.com/player/34046/jordan-spieth/career | https://www.pgatour.com/player/34046/jordan-spieth/stats | https://news.golfdigest.co.jp/players/setting/8581/,WMフェニックスオープン時点で確認できたジョーダン・スピースのクラブセッティングと使用ボールを掲載するプロフィール。
jordan-spieth,ジョーダン・スピース,ジョーダン・スピース,tour_pro,verified_batch,2026,2026年 WMフェニックスオープン,2026-05-21,true,https://www.mybagpro.jp/pros/jordan-spieth,13,Wedge,60°,Titleist,VOKEY(ボーケイ)SM11 ウェッジ,60°,,トゥルーテンパー プロジェクトX,120g,6.0,,,GDO「ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン」（取材：2026年 WMフェニックスオープン）で確認。,GDO ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン,https://news.golfdigest.co.jp/players/setting/8581/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/8581/2026/1/ | https://www.pgatour.com/player/34046/jordan-spieth/career | https://www.pgatour.com/player/34046/jordan-spieth/stats | https://news.golfdigest.co.jp/players/setting/8581/,WMフェニックスオープン時点で確認できたジョーダン・スピースのクラブセッティングと使用ボールを掲載するプロフィール。
jordan-spieth,ジョーダン・スピース,ジョーダン・スピース,tour_pro,verified_batch,2026,2026年 WMフェニックスオープン,2026-05-21,true,https://www.mybagpro.jp/pros/jordan-spieth,14,Putter,,,T.P. MILLS トラッドⅡ,,,,,,,,GDO「ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン」（取材：2026年 WMフェニックスオープン）で確認。,GDO ジョーダン・スピース クラブセッティング 2026年 WMフェニックスオープン,https://news.golfdigest.co.jp/players/setting/8581/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/8581/2026/1/ | https://www.pgatour.com/player/34046/jordan-spieth/career | https://www.pgatour.com/player/34046/jordan-spieth/stats | https://news.golfdigest.co.jp/players/setting/8581/,WMフェニックスオープン時点で確認できたジョーダン・スピースのクラブセッティングと使用ボールを掲載するプロフィール。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,1,Driver,,Callaway,Quantum Triple Diamond Driver,10.5°,Fujikura,Ventus Black 7,,X,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,2,Fairway Wood,3W,Callaway,Paradym Ai Smoke Triple Diamond HL Fairway Wood,16°,Graphite Design,Tour AD DI 8,,X,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,3,Fairway Wood,5W,Callaway,Paradym Ai Smoke Triple Diamond HL Fairway Wood,18°,Graphite Design,Tour AD DI 8,,X,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,4,Utility,,Callaway,Apex UT Utility Iron,21°,KBS,Tour Hybrid Prototype 105,,X,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,5,Iron,5I,Callaway,Apex TCB Iron,,Project X,Project X,,6.5,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,6,Iron,6I,Callaway,Apex TCB Iron,,Project X,Project X,,6.5,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,7,Iron,7I,Callaway,Apex TCB Iron,,Project X,Project X,,6.5,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,8,Iron,8I,Callaway,Apex TCB Iron,,Project X,Project X,,6.5,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
jon-rahm,ジョン・ラーム,ジョン・ラーム,tour_pro,verified_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/jon-rahm,9,Iron,9I,Callaway,Apex TCB Iron,,Project X,Project X,,6.5,,,Confirmed from Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026.,Golf Monthly Jon Rahm winning WITB LIV Golf Hong Kong 2026,https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026,2026-04-10,https://beta.pgatour.com/player/46970/jon-rahm/stats?deviceId=f5bde69b-3ae0-499f-858a-df68d845e005 | https://www.golfmonthly.com/news/jon-rahm-winning-whats-in-the-bag-liv-golf-hong-kong-2026 | https://news.golfdigest.co.jp/players/setting/16456/2024/1/,ジョン・ラームの2026年クラブセッティングを、使用ドライバー、フェアウェイウッド、ユーティリティ、アイアン、ウェッジ、パター、使用ボールまで14本ベースで確認できるページです。
